Date,Count
2001,2
2002,4
2003,2
2004,3
2005,1
2006,1
2007,4
2008,6
2009,1
2010,2
2011,2
2012,1
2013,0
2014,1
2015,1
2016,1
2017,5
2018,5
2019,6
2020,3
