Date,Count
2001,62
2002,67
2003,119
2004,82
2005,74
2006,78
2007,81
2008,75
2009,77
2010,65
2011,62
2012,62
2013,54
2014,75
2015,59
2016,64
2017,53
2018,61
2019,52
2020,29
