Date,Sum
2010,62291718.16558298
2011,60272850.71891801
2012,56949852.692845
2013,54790941.82600002
2014,55317241.45799999
2015,50712136.37600003
2016,46602433.046
2017,50712928.14499999
2018,55902139.555999994
