Date,Count
2001,70
2002,77
2003,59
2004,84
2005,78
2006,95
2007,108
2008,53
2009,66
2010,62
2011,47
2012,50
2013,38
2014,27
2015,9
2016,31
2017,25
2018,23
2019,31
2020,2
