Date,Amount,Count
2001,7745105.4,680
2002,7005167.0,679
2003,6438511.88,680
2004,3620443.54,610
2005,7718548.84,711
2006,9576374.16,760
2007,25941063.4,681
2008,12550379.51,596
2009,8718219.35,579
2010,6032239.0,508
2011,4714986.0,517
2012,10321481.08,429
2013,3539625.0,478
2014,2789893.91,413
2015,2843160.05,484
2016,2382089.8899999997,562
2017,1515281.6400000001,440
2018,1397137.88,511
2019,2986032.79,509
2020,496355.41,143
