Program,State,CD,Facilities,Percent
CAA,TX,,272,4.924859677711389
CWA,TX,,2677,7.138857036187632
RCRA,TX,,360,2.4469820554649266
CAA,TX,26,0,0.0
CWA,TX,26,39,2.8974739970282317
RCRA,TX,26,7,3.0837004405286343
