,Amount,Count
2001,105433.0,4
2002,10000.0,13
2003,76050.0,18
2004,142500.0,15
2005,0.0,4
2006,12300.0,21
2007,2548.0,9
2008,16967.0,10
2009,10914.0,6
2010,3850.0,8
2011,12125.0,6
2012,0.0,8
2013,0.0,4
2014,10845.0,8
2015,5251.0,6
2016,60605.0,11
2017,8438.0,13
2018,186963.0,16
2019,8035.0,20
2020,84284.0,6
