Program,State,CD,Facilities,Percent
CAA,IA,,12,0.26121027427078797
CWA,IA,,1030,58.2579185520362
RCRA,IA,,122,2.4134520276953513
CAA,IA,2,2,0.23894862604540024
CWA,IA,2,275,65.16587677725119
RCRA,IA,2,30,2.6064291920069502
