YEAR,Total
2001,12
2002,8
2003,16
2004,14
2005,18
2006,5
2007,20
2008,32
2009,32
2010,40
2011,14
2012,29
2013,21
2014,16
2015,12
2016,17
2017,4
2018,10
2019,21
2020,29
