Date,Amount,Count
2001,470300,12
2002,23250,6
2003,32300,6
2004,37500,9
2005,22500,5
2006,28400,9
2007,97750,9
2008,47230,12
2009,116500,8
2010,239875,11
2011,348950,13
2012,23200,6
2013,285000,7
2014,323160,7
2015,60000,2
2016,30000,3
2017,11000,2
2018,38325,3
2019,34400,1
2020,150000,1
