Program,State,CD,Facilities,Percent
CAA,NY,,23,0.18453145057766368
CWA,NY,,2390,23.194875776397517
RCRA,NY,,265,0.22948888927377592
CAA,NY,20,2,0.5319148936170213
CWA,NY,20,137,26.29558541266795
RCRA,NY,20,12,0.4062288422477996
