Date,Count
2001,145
2002,117
2003,84
2004,107
2005,132
2006,95
2007,118
2008,89
2009,132
2010,39
2011,63
2012,105
2013,115
2014,120
2015,133
2016,115
2017,117
2018,121
2019,98
2020,7
