,Amount,Count
2001,555900.0,53
2002,65500.0,57
2003,280400.0,81
2004,93000.0,69
2005,31500.0,104
2006,75900.0,97
2007,155250.0,102
2008,527531.0,88
2009,156696.0,64
2010,329875.0,75
2011,412450.0,72
2012,420240.0,56
2013,315539.0,66
2014,395308.0,91
2015,1254330.4,99
2016,96820.0,56
2017,68950.0,64
2018,102850.0,55
2019,173698.5,25
2020,150000.0,11
