Year,Violations
2001,8
2002,18
2003,13
2004,11
2005,15
2006,40
2007,80
2008,161
2009,88
2010,46
2011,75
2012,28
2013,34
2014,58
2015,79
2016,82
2017,56
2018,63
2019,81
2020,44
