Date,Count
2001,7
2002,9
2003,9
2004,5
2005,11
2006,3
2007,3
2008,11
2009,11
2010,12
2011,5
2012,11
2013,6
2014,6
2015,3
2016,21
2017,4
2018,2
2019,3
