Date,Sum
2010,134667906.9619779
2011,137244823.40361843
2012,130753588.01675558
2013,133994930.2055999
2014,132191345.17720005
2015,120193995.19169997
2016,106959334.69889997
2017,102486435.41340005
2018,106373724.53929998
