Date,Amount,Count
2001,364750.0,16
2002,31000.0,9
2003,337325.0,14
2004,58500.0,10
2005,170500.0,16
2006,781650.0,14
2007,188000.0,16
2008,541651.0,19
2009,22746.0,11
2010,1026640.0,18
2011,139650.0,17
2012,2386268.0,15
2013,113350.0,11
2014,1253225.0,21
2015,112345.0,17
2016,105500.0,12
2017,240200.0,14
2018,270110.0,16
2019,506633.5,20
2020,29897.5,8
