Date,Count
2001,93
2002,126
2003,122
2004,132
2005,125
2006,80
2007,98
2008,68
2009,117
2010,92
2011,108
2012,67
2013,68
2014,52
2015,64
2016,61
2017,33
2018,26
2019,22
2020,14
