Date,Amount,Count
2001,30250,3
2002,3475000,7
2003,51200,6
2004,245000,11
2005,100000,6
2006,0,0
2007,240000,4
2008,0,1
2009,60000,6
2010,0,3
2011,0,1
2012,10000,5
2013,0,5
2014,5000,3
2015,25000,4
2016,53876,3
2017,25226,4
2018,5000,5
2019,0,2
