Date,Sum
2010,103262779.71096647
2011,99907094.51018083
2012,98360270.79255809
2013,97975303.07939988
2014,93785311.88799985
2015,95450989.96249004
2016,88222550.75400002
2017,87360700.67900002
2018,90372700.10300003
