Date,Sum
2010,17121938.016806997
2011,14360198.788134994
2012,15078229.015460996
2013,16962688.434400007
2014,16025306.880406005
2015,16248978.84106
2016,14935754.381579002
2017,14784824.142067997
2018,15634893.587075995
