Program,State,CD,Facilities,Percent
CAA,GA,,36,0.9155645981688708
CWA,GA,,2014,4.283739232159949
RCRA,GA,,105,2.086230876216968
CAA,GA,7,1,0.45454545454545453
CWA,GA,7,93,2.754739336492891
RCRA,GA,7,11,2.770780856423174
