Year,Violations
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,22
2012,24
2013,35
2014,40
2015,23
2016,8
2017,150
2018,97
2019,143
2020,138
