Date,Sum
2010,27800962.866603997
2011,27978862.709000006
2012,26673132.456399005
2013,25892302.418000024
2014,28317495.244000025
2015,29338289.433000017
2016,30357769.162000015
2017,27033194.865000006
2018,26824066.298000004
