Program,State,CD,Facilities,Percent
CAA,NJ,,17,0.2652519893899204
CWA,NJ,,2095,16.423643775478205
RCRA,NJ,,329,0.9582617306964145
CAA,NJ,6,1,0.21551724137931033
CWA,NJ,6,180,22.36024844720497
RCRA,NJ,6,27,0.9698275862068966
