Program,State,CD,Facilities,Percent
CAA,TX,,272,4.924859677711389
CWA,TX,,2677,7.138857036187632
RCRA,TX,,360,2.4469820554649266
CAA,TX,21,1,1.2987012987012987
CWA,TX,21,26,2.5145067698259185
RCRA,TX,21,6,2.459016393442623
