,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
63457,JUDSON ISD,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110062645963,29.611746000000004,-98.338461
28844,GRUENE WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110039694541,29.738028000000003,-98.106056
57229,CITY OF KERRVILLE - WASTEWATER PLANT,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000502885,30.025278000000004,-99.111667
13220,LARRY CHISUM CONSTRUCTION CONCRETE BATCH PLANT,11,,http://echo.epa.gov/detailed-facility-report?fid=110024812372,29.751658000000006,-99.587248
49725,CITY OF BLANCO WWTP,11,,http://echo.epa.gov/detailed-facility-report?fid=110009779221,30.102611,-98.408694
14872,CITY OF BANDERA,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110010746773,29.726927000000003,-99.065336
77551,CANYON PARK ESTATES WWTP,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009781165,29.909231,-98.213541
106960,CITY OF JOHNSON CITY,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009779579,30.285917,-98.402111
4311,TRICON PRECAST NEW BRAUNFELS,10,,http://echo.epa.gov/detailed-facility-report?fid=110037519147,29.636044,-98.263706
80979,THE CROSSING AT HAVENWOOD WWTP,10,,http://echo.epa.gov/detailed-facility-report?fid=110064603558,29.777222,-98.058333
84548,CITY OF FREDERICKSBURG WASTEWATER TREATMENT PLANT,10,,http://echo.epa.gov/detailed-facility-report?fid=110000503615,30.253889,-98.846944
93019,SAN MARCOS NATIONAL FISH HATCHERY AND TECHNOLOGY CENTER,10,,http://echo.epa.gov/detailed-facility-report?fid=110035089971,29.85016,-97.98435
13256,JOHNSON RANCH WWTF,9,1.0,http://echo.epa.gov/detailed-facility-report?fid=110067179047,29.75107,-98.4218
40181,SAN MARCOS PLANT,9,,http://echo.epa.gov/detailed-facility-report?fid=110031110562,29.80618,-98.01004
44664,BOERNE WWT AND RECYCLING CENTER,8,1.0,http://echo.epa.gov/detailed-facility-report?fid=110037518709,29.77277,-98.7142
5622,GULF ENERGY EXPLORATION CORPORATION,8,,http://echo.epa.gov/detailed-facility-report?fid=110043477564,30.26627,-97.78036
43068,HILL COUNTRY CAMP WWTP,7,1.0,http://echo.epa.gov/detailed-facility-report?fid=110033799272,30.11566,-99.15453
20473,W HOTLE BLOCK 21,7,,http://echo.epa.gov/detailed-facility-report?fid=110035762822,30.26528,-97.7465
53546,101 COLORADO UNDERGROUND PARKING GARAGE,7,,http://echo.epa.gov/detailed-facility-report?fid=110042374999,30.26375,-97.74586
60330,BEXAR CONCRETE WORKS READY MIX PLANT 3,6,,http://echo.epa.gov/detailed-facility-report?fid=110031110544,29.62158,-98.40004
