Date,Amount,Count
2001,222200.0,11
2002,0.0,4
2003,144800.0,17
2004,24350.0,12
2005,11000.0,9
2006,0.0,14
2007,6897.0,11
2008,40855.0,8
2009,13850.0,9
2010,16250.0,11
2011,12500.0,6
2012,0.0,3
2013,50576.0,14
2014,12750.0,9
2015,122514.0,13
2016,0.0,2
2017,115050.0,4
2018,5700.0,7
2019,0.0,5
2020,9789.0,4
