Year,Violations
2001,790
2002,797
2003,823
2004,900
2005,892
2006,750
2007,759
2008,841
2009,903
2010,1065
2011,885
2012,785
2013,740
2014,591
2015,464
2016,523
2017,720
2018,722
2019,730
2020,380
