Date,Sum
2010,48985248.518277004
2011,49192001.941215016
2012,45567638.110338
2013,46808183.96000002
2014,46034522.62799998
2015,41287022.660000026
2016,40128370.42199998
2017,36008227.71000002
2018,37629278.76399998
