Program,State,CD,Facilities,Percent
CAA,MO,,9,0.19392372333548805
CWA,MO,,3328,31.047672357496037
RCRA,MO,,238,3.834998388656139
CAA,MO,2,0,0.0
CWA,MO,2,102,14.44759206798867
RCRA,MO,2,26,3.6827195467422094
