Date,Count
2001,3429
2002,3332
2003,3222
2004,2819
2005,2845
2006,2250
2007,2075
2008,2540
2009,2718
2010,1638
2011,2403
2012,1709
2013,2036
2014,2078
2015,1946
2016,1912
2017,2426
2018,2262
2019,1701
2020,97
