Date,Count
2001,307
2002,439
2003,447
2004,540
2005,446
2006,486
2007,425
2008,324
2009,282
2010,280
2011,276
2012,319
2013,268
2014,219
2015,235
2016,270
2017,240
2018,243
2019,325
2020,168
