Date,Sum
2010,17560207.062000003
2011,20243299.286000002
2012,20405926.686321013
2013,20263148.181999996
2014,19595163.977999993
2015,19887884.580000002
2016,20349902.53600001
2017,20883791.660000015
2018,19805131.261999995
