Program,State,CD,Facilities,Percent
CAA,FL,,77,1.18589249961497
CWA,FL,,525,0.7705969557750738
RCRA,FL,,216,0.4575980340232612
CAA,FL,14,11,2.391304347826087
CWA,FL,14,43,1.6777214202106907
RCRA,FL,14,5,0.1986491855383393
