Year,Violations
2001,16
2002,15
2003,52
2004,53
2005,64
2006,65
2007,58
2008,70
2009,67
2010,55
2011,127
2012,82
2013,96
2014,72
2015,82
2016,91
2017,80
2018,89
2019,178
2020,157
