Date,Count
2001,2
2002,0
2003,6
2004,5
2005,1
2006,3
2007,4
2008,6
2009,4
2010,1
2011,4
2012,4
2013,2
2014,12
2015,47
2016,40
2017,44
2018,29
2019,63
2020,19
