Program,State,CD,Facilities,Percent
CAA,NC,,74,2.4941017863161443
CWA,NC,,936,15.072463768115943
RCRA,NC,,61,0.7683587353570979
CAA,NC,8,8,2.5559105431309903
CWA,NC,8,70,17.412935323383085
RCRA,NC,8,8,1.5444015444015444
