Date,Amount,Count
2001,82035.0,43
2002,255250.0,49
2003,300100.0,37
2004,22000.0,30
2005,48499.0,34
2006,371055.32,37
2007,30000.0,38
2008,308750.0,46
2009,47200.0,28
2010,2000.0,21
2011,38600.0,37
2012,1326405.0,27
2013,30000.0,31
2014,56500.0,30
2015,78500.0,28
2016,61800.0,39
2017,482974.0,32
2018,19299.0,23
2019,2305000.0,34
2020,18948.0,14
