Date,Sum
2010,48481876.121127
2011,55159495.780449
2012,55469342.947574005
2013,54733627.854000024
2014,54041743.647999994
2015,44079607.628
2016,45046367.981999986
2017,47692076.21199999
2018,53844264.54299999
