Date,Sum
2010,23534101.421347007
2011,20592731.542181004
2012,18129261.47317201
2013,18662615.445799995
2014,16855917.091119997
2015,17180315.608515993
2016,16346207.358394003
2017,15738466.552591002
2018,13409773.195394
