Date,Amount,Count
2001,541573.0,154
2002,319422.0,182
2003,101970.0,157
2004,975429.0,234
2005,216686.0,238
2006,458737.0,220
2007,244322.0,196
2008,280355.5,214
2009,666528.0,220
2010,384945.5,132
2011,4477175.16,164
2012,761915.0,112
2013,554147.0,178
2014,1051376.5,131
2015,206984.75,133
2016,170975.0,94
2017,187104.51,107
2018,119404.12,145
2019,276944.5,156
2020,68840.5,55
