Date,Amount,Count
2001,5000,10
2002,27000,16
2003,32296,17
2004,94763,12
2005,81500,11
2006,7250,9
2007,33196,17
2008,39750,31
2009,158250,18
2010,48577,20
2011,15875,21
2012,12200,5
2013,6000,18
2014,23340,14
2015,10000,4
2016,0,0
2017,9000,2
2018,11500,5
2019,16200,3
2020,4000,1
