Year,Violations
2001,548
2002,567
2003,776
2004,854
2005,825
2006,961
2007,958
2008,853
2009,955
2010,934
2011,687
2012,913
2013,1024
2014,1129
2015,1203
2016,1118
2017,1388
2018,1799
2019,1700
2020,1050
2021,6
