Date,Sum
2010,156329590.81125587
2011,164079497.8788981
2012,150474744.18651813
2013,153559067.7249999
2014,144831726.38699996
2015,135075866.67772993
2016,128490874.96425998
2017,126515214.26700002
2018,123510257.25789097
