Program,State,CD,Facilities,Percent
CAA,MA,,78,1.6817593790426906
CWA,MA,,492,8.006509357200976
RCRA,MA,,370,1.3605942487313378
CAA,MA,4,3,0.5802707930367506
CWA,MA,4,40,6.482982171799027
RCRA,MA,4,28,1.0806638363566192
