Year,Violations
2001,1431
2002,1127
2003,773
2004,222
2005,147
2006,172
2007,240
2008,264
2009,272
2010,285
2011,343
2012,379
2013,385
2014,350
2015,312
2016,370
2017,420
2018,643
2019,840
2020,749
