Program,State,CD,Facilities,Percent
CAA,MA,,78,1.944652206432311
CWA,MA,,469,10.6663634296111
RCRA,MA,,345,1.9389647614230316
CAA,MA,4,3,0.6451612903225806
CWA,MA,4,36,7.9470198675496695
RCRA,MA,4,23,1.3172966781214204
