,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
44613,GIDDINGS PLANT,12,,http://echo.epa.gov/detailed-facility-report?fid=110007196051,30.0382,-96.9875
92244,PRAIRIE VIEW A & M UNIV-ENGINEERING,12,,http://echo.epa.gov/detailed-facility-report?fid=110008146808,30.095,-95.988333
88756,COPANO PROCESSING HOUSTON CENTRAL GAS PLT,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110015744532,29.6331,-96.719424
35677,LOST PINES 1 POWER PLANT,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110005971733,30.147778,-97.271389
6941,LCRA FAYETTE POWER PROJECT,1,,http://echo.epa.gov/detailed-facility-report?fid=110000465620,29.91402,-96.75351
15920,ACME BRICK CO-ELGIN PLANT,1,,http://echo.epa.gov/detailed-facility-report?fid=110007180709,30.32903,-97.29207
18249,SAMSUNG AUSTIN SEMICONDUCTOR,1,,http://echo.epa.gov/detailed-facility-report?fid=110000465531,30.375,-97.631386
52212,LCRA SIM GIDEON POWER PLANT,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110035784112,30.14561,-97.27083
1624,AUSTIN COUNTER TOPS,0,,http://echo.epa.gov/detailed-facility-report?fid=110007179524,30.373590000000004,-97.6736
2542,WINCHESTER POWER PARK,0,,http://echo.epa.gov/detailed-facility-report?fid=110035090843,30.02455,-96.99326
6255,RICK'S CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001872607,30.34887,-97.73535
10332,AUTUMN HEATING & COOLING,0,,http://echo.epa.gov/detailed-facility-report?fid=110001878344,30.37655,-97.71281
11557,GO GREEN INTERNATIONAL BASTROP PELLET MILL,0,,http://echo.epa.gov/detailed-facility-report?fid=110061079862,30.21013,-97.10869
11785,EXXON CORPORATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110007202348,29.81,-95.886111
13174,WARDA BOOSTER STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110034267594,30.1058,-96.8822
13788,G.P.M. GAS SERVICES COMPANY,0,,http://echo.epa.gov/detailed-facility-report?fid=110038107054,30.31333,-96.489441
15662,LEDBETTER BOOSTER STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110007181646,30.170561,-96.812782
19825,MULTEK-AUSTIN,0,,http://echo.epa.gov/detailed-facility-report?fid=110015742348,30.39875,-97.71924
23512,ALICE BOOSTER STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110015743686,29.9944,-96.8758
24328,3M AUSTIN CENTER,0,,http://echo.epa.gov/detailed-facility-report?fid=110000824537,30.396040000000006,-97.84476
