YEAR,Total
2001,111
2002,157
2003,303
2004,364
2005,295
2006,249
2007,389
2008,307
2009,242
2010,269
2011,335
2012,352
2013,310
2014,340
2015,387
2016,364
2017,348
2018,366
2019,343
2020,252
