Year,Violations
2001,1168
2002,688
2003,819
2004,922
2005,929
2006,994
2007,1001
2008,1251
2009,1528
2010,1581
2011,1427
2012,1091
2013,1032
2014,1180
2015,960
2016,873
2017,969
2018,947
2019,984
2020,607
