Date,Amount,Count
2001,4756120.0,151
2002,3382377.0,211
2003,500250.0,197
2004,782819.0,207
2005,455343.0,254
2006,937061.0,253
2007,1041676.9,273
2008,2242893.0,346
2009,2399755.5,364
2010,2543922.0,304
2011,2014856.0,272
2012,2878393.0,323
2013,3783110.0,249
2014,2099617.5,304
2015,8640283.5,336
2016,1805106.0,274
2017,3024619.0,223
2018,15617152.0,264
2019,3425691.0,404
2020,31895150.9,279
