Date,Sum
2010,50655627.953942984
2011,65918155.091817096
2012,67443293.15744393
2013,67650780.993
2014,69427258.76298
2015,67408488.12164798
2016,73874892.29988207
2017,73164790.52328297
2018,78365210.30605794
