Date,Sum_District,Sum_State
2010,12025505.061999999,116701782.45672798
2011,13244088.227,124370104.22987065
2012,12219735.958000002,113516964.18127504
2013,12653049.418999998,112252305.25300002
2014,10323220.727,112803114.61500001
2015,8204799.893,101735630.366
2016,7243046.920000002,92825548.87100005
2017,6718756.613,85657466.06949998
2018,8003287.481999998,87755186.752
