,Amount,Count
2001,0.0,6
2002,0.0,3
2003,0.0,1
2004,600.0,1
2005,0.0,1
2006,0.0,2
2007,0.0,4
2008,6700000.0,3
2009,230000.0,6
2010,40000.0,10
2011,0.0,14
2012,0.0,8
2013,0.0,12
2014,0.0,8
2015,0.0,14
2016,0.0,20
2017,0.0,9
2018,0.0,10
2019,0.0,15
2020,0.0,2
