Date,Sum
2010,35340514.08931401
2011,32796450.896999996
2012,26673169.95800001
2013,24715415.584000006
2014,27148575.76000001
2015,24218386.494
2016,24064976.17200001
2017,19204436.599999994
2018,23940532.990000006
