Program,State,CD,Facilities,Percent
CAA,MD,,17,0.15513779886840665
CWA,MD,,1363,18.71481532335576
RCRA,MD,,36,0.27601012037108025
CAA,MD,3,2,0.1282051282051282
CWA,MD,3,136,17.548387096774192
RCRA,MD,3,6,0.3284072249589491
