Date,Amount,Count
2001,0.0,0
2002,0.0,1
2003,0.0,4
2004,0.0,1
2005,33330.0,1
2006,0.0,1
2007,0.0,1
2008,0.0,3
2009,0.0,6
2010,0.0,2
2011,0.0,3
2012,0.0,1
2013,0.0,5
2014,0.0,2
2015,111888.0,4
2016,35833.0,2
2017,0.0,6
2018,44000.0,5
2019,33497.0,5
2020,0.0,3
