Program,State,CD,Facilities,Percent
CAA,IN,,151,8.251366120218579
CWA,IN,,899,7.671303012202406
RCRA,IN,,189,2.175414364640884
CAA,IN,8,24,9.95850622406639
CWA,IN,8,150,10.691375623663578
RCRA,IN,8,13,1.4317180616740088
