Date,Count
2001,57
2002,97
2003,52
2004,52
2005,38
2006,27
2007,26
2008,33
2009,46
2010,63
2011,50
2012,26
2013,34
2014,30
2015,33
2016,24
2017,32
2018,17
2019,17
