Date,Sum
2010,87757498.64139996
2011,79154773.558748
2012,75011695.37232804
2013,73508821.01799998
2014,74781312.38975802
2015,70082338.34497
2016,69807699.94212203
2017,65726486.58469805
2018,66412433.665698
