Year,Violations
2001,1290
2002,1464
2003,1943
2004,1865
2005,1867
2006,1815
2007,1785
2008,2630
2009,2800
2010,2322
2011,2327
2012,2462
2013,3087
2014,3775
2015,4780
2016,4822
2017,2637
2018,2676
2019,2797
2020,2028
