Date,Count
2001,318
2002,240
2003,360
2004,338
2005,438
2006,386
2007,365
2008,303
2009,247
2010,194
2011,189
2012,183
2013,194
2014,149
2015,142
2016,144
2017,170
2018,155
2019,250
2020,25
