Date,Sum
2010,51087528.73557301
2011,51525503.365963064
2012,47021875.6223053
2013,47244818.786899984
2014,51394407.28002899
2015,46954277.749853
2016,46490663.607662
2017,46631080.84492601
2018,48463452.10774698
